name,category_list,  funding_total_usd  ,status,country_code,state_code,region,city,funding_rounds,founded_year,first_funding_at,last_funding_at
Neft,Credit|Financial Services|FinTech," 10,000,000 ",operating,USA,CA,Anaheim,Newport Beach,1,2013,2015-09-10,2015-09-10
NeoReach,Advertising Platforms|Marketing Automation|SaaS|Social Media Marketing," 1,800,000 ",operating,USA,CA,SF Bay Area,Stanford,2,2013,2013-11-10,2014-08-27
Network,Advertising Networks|Digital Media|Mobile|Mobile Advertising|Private Social Networking|Productivity Software|Professional Networking|Social Media|Social Network Media," 3,000,000 ",operating,USA,NY,New York City,New York,2,2013,2013-07-22,2014-04-23
Net Zero AquaLife,Clean Technology," 5,010,000 ",operating,USA,CA,San Diego,Encinitas,1,2013,2014-07-29,2014-07-29
NeuMoDx Molecular,Biotechnology|Health Diagnostics," 21,000,000 ",operating,USA,MI,Detroit,Ann Arbor,1,2013,2014-04-01,2014-04-01
Neura,Curated Web|Internet of Things|M2M|Wireless," 2,020,000 ",operating,USA,CA,SF Bay Area,Sunnyvale,4,2013,2013-04-15,2015-03-09
Neural Analytics,Medical Devices," 3,268,019 ",operating,USA,CA,Los Angeles,Los Angeles,2,2013,2013-08-08,2015-10-29
New Continuum Holdings,Data Centers|Enterprise Software|Location Based Services," 2,750,000 ",operating,USA,IL,Chicago,West Chicago,1,2013,2014-10-09,2014-10-09
New England Superdome,Entertainment|Games," 1,220,000 ",operating,USA,NH,"Manchester, New Hampshire",Auburn,1,2013,2014-01-14,2014-01-14
New Matter,3D Printing," 6,500,000 ",operating,USA,CA,Los Angeles,Pasadena,2,2013,2014-02-01,2015-02-10
News Corp,Media|News|Publishing," 12,500,000 ",ipo,USA,NY,New York City,New York,1,2013,2010-01-08,2010-01-08
Newsela,EdTech|Education," 22,156,174 ",operating,USA,NY,New York City,New York,3,2013,2013-10-09,2015-10-06
Nextbit Systems,Software," 19,362,343 ",operating,USA,CA,SF Bay Area,San Francisco,3,2013,2014-01-14,2015-10-01
Next Gen Capital Markets,Finance," 1,200,000 ",operating,USA,TX,Houston,Houston,1,2013,2014-01-27,2014-01-27
NextLesson,Colleges|Education|Online Education," 2,900,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,2013,2015-09-02,2015-09-02
NextLevel Health,Hospitals," 2,590,000 ",operating,USA,IL,Chicago,Chicago,1,2013,2015-09-23,2015-09-23
"nextSociety, Inc.",Enterprise Software|Networking|Professional Networking|Social Media," 2,400,000 ",operating,USA,NY,New York City,New York,3,2013,2014-01-29,2014-12-10
NextUser,Analytics|CRM|Marketing Automation|SaaS," 1,650,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,2013,2013-11-10,2013-11-10
"Niara, Inc.",Security," 29,000,000 ",operating,USA,CA,SF Bay Area,Sunnyvale,2,2013,2014-03-11,2015-04-09
NimbeLink,Software," 1,052,711 ",operating,USA,MN,Minneapolis,Plymouth,1,2013,2015-11-10,2015-11-10
NIN Ventures,," 5,000,000 ",operating,USA,IL,Chicago,Chicago,1,2013,2014-06-06,2014-06-06
Nirmidas Biotech,Biotechnology|Health Diagnostics," 2,000,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,2013,2014-08-18,2014-08-18
Nod,Consulting|Technology," 16,000,000 ",operating,USA,CA,SF Bay Area,Mountain View,2,2013,2013-08-01,2015-06-16
NodePrime,Analytics|Big Data|Cloud Computing|Cloud Management|Enterprise Software|Infrastructure|Machine Learning," 8,500,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,2013,2013-10-04,2015-09-30
Notion,Home Automation|Internet of Things|Sensors," 2,280,000 ",operating,USA,CO,Denver,Denver,2,2013,2014-08-01,2015-05-26
NovoEd,EdTech|Education|Social Network Media," 4,800,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,2013,2013-01-01,2014-06-02
Nuiku,Software," 1,600,000 ",operating,USA,WA,Seattle,Redmond,1,2013,2013-09-17,2013-09-17
Nurego,Software," 2,000,000 ",operating,USA,WA,Seattle,Kirkland,1,2013,2013-12-04,2013-12-04
NurseGrid,Business Analytics|Health Care|Hospitals|SaaS," 1,160,000 ",operating,USA,OR,"Portland, Oregon",Portland,1,2013,2015-06-22,2015-06-22
Nurulize Inc.,Software|Virtual Worlds," 2,000,000 ",operating,USA,CA,Los Angeles,Culver City,1,2013,2015-01-08,2015-01-08
Nuvolo Technologies,Information Technology," 2,000,000 ",operating,USA,NY,New York City,New York,1,2013,2015-11-18,2015-11-18
Nylas,Developer APIs|Email|Social Media," 8,000,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,2013,2015-01-27,2015-01-27
ObserveIT,Cloud Security|Data Security|IT and Cybersecurity," 20,000,000 ",operating,USA,MA,Boston,Boston,1,2013,2013-12-09,2013-12-09
Octane Lending,Financial Services|Software," 3,565,000 ",operating,USA,NY,New York City,New York,4,2013,2014-01-10,2014-12-04
Octopus software,Software," 2,500,000 ",operating,USA,NY,New York City,New York,1,2013,2015-07-09,2015-07-09
Oculii,Automotive|Drones|Robotics|Sensors," 3,400,000 ",operating,USA,OH,Dayton,Dayton,1,2013,2015-01-08,2015-01-08
OculusIT,Cloud Computing|Cloud Management|IT Management," 2,500,000 ",operating,USA,NJ,Newark,Bridgewater,2,2013,2014-07-10,2015-09-15
Offerboard,Crowdfunding|Finance|Financial Services|FinTech|Security," 1,250,000 ",operating,USA,NJ,Newark,Princeton,1,2013,2013-06-17,2013-06-17
OIM Squared,Software," 2,428,125 ",operating,USA,CA,San Diego,San Diego,1,2013,2015-08-25,2015-08-25
Olio Devices,Consumer Electronics|Consumer Goods|Fashion|Lifestyle|Wearables," 14,100,000 ",operating,USA,CA,SF Bay Area,San Francisco,3,2013,2014-05-27,2015-07-30
Omega Grid Development,Real Estate," 7,700,000 ",operating,USA,FL,Miami,Miami,1,2013,2015-02-25,2015-02-25
OMNI Retail Group,Big Data|Retail Technology|SaaS|Semantic Search," 1,727,500 ",operating,USA,WA,Seattle,Seattle,2,2013,2014-12-01,2015-06-11
"Onboard Dynamics, Inc",Natural Gas Uses|Natural Resources|Utility Land Vehicles," 3,400,000 ",operating,USA,OR,Eugene,Bend,1,2013,2013-09-17,2013-09-17
OneFold,Analytics|Big Data|Big Data Analytics|Information Technology|SaaS|Software|Technology," 1,050,000 ",operating,USA,CA,SF Bay Area,San Francisco,3,2013,2014-02-05,2014-05-19
One Month,EdTech|Education," 2,684,000 ",operating,USA,NY,New York City,New York,4,2013,2013-05-01,2015-08-28
One Spark,Crowdfunding|Finance|FinTech|Startups|Technology|Venture Capital," 3,500,000 ",operating,USA,FL,Jacksonville,Jacksonville,1,2013,2015-02-14,2015-02-14
Onkaido Therapeutics,Biotechnology," 20,000,000 ",operating,USA,MA,Boston,Cambridge,1,2013,2014-01-14,2014-01-14
Onovative,Banking|Enterprise Software|Financial Services|Marketing Automation," 1,600,000 ",operating,USA,KY,Louisville,Louisville,2,2013,2014-07-14,2015-12-04
Opargo,Health and Wellness," 1,612,000 ",operating,USA,TX,Dallas,Southlake,2,2013,2013-12-11,2015-02-17
OpenEd,Education|K-12 Education|Video," 2,000,000 ",operating,USA,CA,SF Bay Area,Los Gatos,1,2013,2014-07-15,2014-07-15
Openfolio,Finance|Wealth Management," 1,885,000 ",operating,USA,NY,New York City,New York,2,2013,2013-03-01,2014-09-01
OpenWager,Games," 5,100,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,2013,2013-12-31,2013-12-31
OpiaTalk,Advertising|E-Commerce|Social Commerce," 1,500,000 ",operating,USA,MD,Baltimore,Baltimore,6,2013,2013-03-01,2015-07-23
OpsClarity,Big Data|Cloud Infrastructure|Startups," 22,056,276 ",operating,USA,CA,SF Bay Area,Sunnyvale,2,2013,2014-12-12,2015-12-03
Opternative,Contact Management|Eyewear|Health Care," 3,000,000 ",operating,USA,IL,Chicago,Chicago,3,2013,2014-02-25,2014-11-25
"Orbital Insight, Inc.",Analytics|Financial Services|Software|Startups," 8,700,000 ",operating,USA,CA,SF Bay Area,Mountain View,2,2013,2014-02-21,2015-03-16
Orchard Platform,Crowdfunding|Finance|Finance Technology|FinTech|Marketplaces|Peer-to-Peer," 44,700,000 ",operating,USA,NY,New York City,New York,3,2013,2013-12-16,2015-09-10
Orion Labs,Hardware + Software|Messaging|Mobile|Wearables," 6,750,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,2013,2013-08-14,2014-08-20
OrthoFi,Software," 3,700,000 ",operating,USA,CO,Denver,Denver,4,2013,2013-05-15,2015-05-15
Oscar,Health and Wellness|Insurance," 327,500,000 ",operating,USA,NY,New York City,New York,5,2013,2013-07-19,2015-09-15
Osmo,Consumer Electronics|Entertainment|Games|Kids," 14,500,000 ",operating,USA,CA,SF Bay Area,Palo Alto,2,2013,2013-10-01,2014-10-16
Other Machine,Consumer Electronics|Hardware + Software|Manufacturing|Software," 7,154,915 ",operating,USA,CA,SF Bay Area,San Francisco,4,2013,2013-10-20,2015-05-12
Ottemo,E-Commerce|Software," 1,050,000 ",operating,USA,WA,Seattle,Seattle,2,2013,2014-06-01,2015-05-20
Outact,Games," 1,660,000 ",operating,USA,MA,Boston,Marlborough,1,2013,2015-03-27,2015-03-27
Outbound.io,Software," 2,070,000 ",operating,USA,CA,SF Bay Area,San Francisco,4,2013,2013-12-01,2015-08-10
Outreach,Application Platforms|SaaS|Sales and Marketing," 11,500,000 ",operating,USA,WA,Seattle,Seattle,2,2013,2015-05-04,2015-10-27
Owlet Baby Care,Big Data|Consumer Electronics|Hardware + Software|Medical|Mobile," 8,850,000 ",operating,USA,UT,Salt Lake City,Provo,2,2013,2014-04-22,2015-08-18
OxCEPT,Data Security|Information Technology|Security|Software," 2,000,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,2013,2013-01-01,2013-01-01
PactSafe,Legal|Software," 2,220,000 ",operating,USA,IN,Indianapolis,Indianapolis,3,2013,2015-07-21,2015-11-24
Page Vault Inc,Legal," 1,325,000 ",operating,USA,IL,Chicago,Chicago,1,2013,2015-02-10,2015-02-10
Paintzen,Curated Web|Marketplaces," 9,225,000 ",operating,USA,NY,New York City,New York,4,2013,2013-09-24,2015-09-28
Palerra Inc.,Security," 25,000,000 ",operating,USA,CA,SF Bay Area,Santa Clara,2,2013,2014-02-20,2015-04-08
PaletteApp,Design|Manufacturing|Software," 1,575,000 ",operating,USA,IL,Chicago,Chicago,3,2013,2013-09-30,2014-01-27
Palladium Life Sciences,Biotechnology," 1,800,000 ",operating,USA,IL,Chicago,Chicago,1,2013,2013-07-10,2013-07-10
Palo Alto Health Sciences,Health and Wellness," 8,240,280 ",operating,USA,CA,SF Bay Area,Danville,4,2013,2013-10-02,2015-09-02
PandaDoc,Contact Management|Digital Signage|Document Management|Estimation and Quoting|SaaS|Sales Automation|Software," 6,055,000 ",operating,USA,CA,SF Bay Area,South San Francisco,3,2013,2013-03-01,2015-07-08
Panjo,Automotive|E-Commerce|Marketplaces|Mobile|Mobile Commerce|Payments," 6,472,500 ",operating,USA,CA,Los Angeles,Santa Monica,5,2013,2011-03-03,2015-11-12
panOpen,Colleges|EdTech|Education|Open Source," 6,697,315 ",operating,USA,NY,New York City,New York,5,2013,2013-04-28,2015-07-02
Parachute Home,E-Commerce|Home Decor|Interior Design|Retail," 10,000,184 ",operating,USA,CA,Los Angeles,Los Angeles,3,2013,2014-03-21,2015-06-03
Paracosm,3D Technology|Software," 4,550,000 ",operating,USA,FL,Gainesville,Gainesville,3,2013,2013-10-04,2014-11-03
Parrable,Advertising|Identity|Mobile," 2,500,000 ",operating,USA,NY,New York City,New York,2,2013,2012-10-01,2014-01-01
Partpic,Enterprise Software|Industrial Automation|Mobile|Mobile Enterprise|Search|Visual Search," 1,500,000 ",operating,USA,GA,Atlanta,Atlanta,2,2013,2014-09-05,2015-06-18
PASSO,Data Security|E-Commerce|Identity Management|Personalization|Privacy," 1,430,000 ",operating,USA,NY,New York City,New York,2,2013,2014-09-01,2015-11-30
Patara Pharma,Biotechnology," 38,350,000 ",operating,USA,CA,San Diego,San Diego,3,2013,2014-01-01,2015-10-12
Patch of Land,Crowdfunding|Investment Management|Portals|Real Estate," 24,925,000 ",operating,USA,CA,Los Angeles,Los Angeles,3,2013,2013-09-01,2015-04-08
Patient IO,Big Data|Enterprise Software|Health Care|Mobile Health," 4,471,751 ",operating,USA,TX,Austin,Austin,5,2013,2013-08-05,2015-11-10
Patient Route Systems,Software," 7,000,000 ",operating,USA,MA,Boston,Newton,1,2013,2015-03-26,2015-03-26
Patreon,Artists Globally|Curated Web|Music|Video," 17,100,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,2013,2013-08-01,2014-06-23
Payable,FinTech|Freelancers|Marketplaces|Payments|SaaS|Small and Medium Businesses|Software," 2,100,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,2013,2015-08-05,2015-08-05
PayClip,FinTech|Mobile|Mobile Commerce|Mobile Payments|Payments," 9,705,062 ",operating,USA,CA,SF Bay Area,Redwood City,5,2013,2013-03-01,2014-12-24
PaymentWorks,Information Technology|Services," 1,525,000 ",operating,USA,MA,Boston,Cambridge,1,2013,2014-06-26,2014-06-26
PayRange,Mobile Payments|Payments|Vending and Concessions," 15,155,067 ",operating,USA,OR,"Portland, Oregon",Portland,3,2013,2014-06-11,2015-06-24
PayStand,Bitcoin|E-Commerce|Payments|SaaS," 2,660,000 ",operating,USA,CA,SF Bay Area,Santa Cruz,5,2013,2013-12-27,2015-03-13
Pazien,Business Development|Business Intelligence|Business Services," 2,999,989 ",operating,USA,MA,Boston,Newton,1,2013,2014-05-21,2014-05-21
Pecabu,Software," 1,675,000 ",operating,USA,CA,SF Bay Area,San Mateo,2,2013,2013-11-04,2014-01-10
Peep Mobile Digital,Digital Media|Media|Mobile," 4,875,000 ",operating,USA,NY,New York City,New York,2,2013,2014-03-04,2014-08-04
Peerspace,Business Services|Collaborative Consumption|Coworking|Peer-to-Peer|Small and Medium Businesses|Startups," 7,800,000 ",operating,USA,CA,SF Bay Area,San Francisco,3,2013,2014-09-17,2015-11-10
PeerStreet,Crowdfunding|Marketplaces|Real Estate," 6,100,000 ",operating,USA,CA,Los Angeles,Manhattan Beach,1,2013,2015-08-17,2015-08-17
Pendo,Analytics|Data Integration|SaaS," 13,250,000 ",operating,USA,NC,Raleigh,Raleigh,4,2013,2014-01-01,2015-10-28
PeopleDoc,Human Resources|Innovation Engineering|SaaS," 47,479,335 ",operating,USA,NY,New York City,New York,3,2013,2012-03-20,2015-09-30
People Pattern,Analytics," 4,500,000 ",operating,USA,TX,Austin,Austin,1,2013,2013-12-30,2013-12-30
Perle Bioscience,Biotechnology," 2,000,000 ",operating,USA,GA,Atlanta,Atlanta,1,2013,2013-09-26,2013-09-26
PetBox,E-Commerce," 1,925,000 ",operating,USA,CA,San Diego,San Diego,1,2013,2014-03-01,2014-03-01
Photofy,Android|Brand Marketing|iOS|Photography," 1,750,000 ",operating,USA,NC,Raleigh,Raleigh,2,2013,2014-06-02,2014-10-30
"PHYND Technologies, Inc",Software," 3,100,000 ",operating,USA,NE,NE - Other,Kearney,2,2013,2013-07-04,2015-09-23
PillPack,Finance|FinTech|Health Care," 62,800,000 ",operating,USA,MA,Boston,Cambridge,4,2013,2013-04-01,2015-06-03
Pingboard,Collaboration|Enterprise Software|Human Resources|SaaS," 2,500,000 ",operating,USA,TX,Austin,Austin,1,2013,2014-11-17,2014-11-17
Pinrose,Fashion|Women," 3,900,000 ",operating,USA,CA,SF Bay Area,San Francisco,3,2013,2013-08-23,2015-11-30
Pivotal Software,Big Data|Business Intelligence|Enterprise Software|PaaS|Product Design|Product Development Services|Software," 105,000,000 ",operating,USA,CA,SF Bay Area,Palo Alto,1,2013,2013-04-24,2013-04-24
Pivot Freight,E-Commerce|Logistics|SaaS|Transportation," 2,832,562 ",operating,USA,TX,Austin,Austin,1,2013,2015-01-05,2015-01-05
PlateJoy,Delivery|Hospitality," 1,700,000 ",operating,USA,MA,Boston,Cambridge,2,2013,2013-10-29,2015-04-29
Platform9 Systems,Enterprise Software," 14,500,000 ",operating,USA,CA,SF Bay Area,Sunnyvale,2,2013,2014-08-12,2015-08-17
Platypi,Mobile Software Tools|Software," 2,000,000 ",operating,USA,AL,Birmingham,Birmingham,1,2013,2013-12-04,2013-12-04
"Playdots, Inc.",Games|Mobile|Mobile Games," 10,000,000 ",operating,USA,NY,New York City,New York,1,2013,2014-12-16,2014-12-16
Pley,Collaborative Consumption|Curated Web|Marketplaces|Toys," 16,750,000 ",operating,USA,CA,SF Bay Area,Santa Clara,2,2013,2014-03-20,2015-02-02
Pluto TV,Entertainment|Internet TV|Video," 13,500,000 ",operating,USA,CA,Los Angeles,Los Angeles,2,2013,2014-10-13,2014-11-20
POC Medical Systems,Diagnostics|Health Diagnostics|Medical," 1,100,000 ",operating,USA,CA,SF Bay Area,Livermore,1,2013,2014-12-22,2014-12-22
Podo Labs,Hardware|Hardware + Software|Photography|Wireless," 3,464,000 ",operating,USA,CA,SF Bay Area,San Francisco,7,2013,2013-05-01,2015-05-01
Point.io,Business Development|Enterprises|Enterprise Software|IaaS|Mobile|SaaS|Web Development," 6,250,000 ",operating,USA,PA,Philadelphia,Philadelphia,3,2013,2013-06-05,2015-04-08
Popular Pays,Analytics|Mobile|Social Media Marketing|Virtual Currency," 2,320,000 ",operating,USA,IL,Chicago,Chicago,4,2013,2013-10-01,2015-07-23
Portfolium,Apps|Business Development|Collaboration|Colleges|Curated Web|EdTech|Education|File Sharing|Internet|Networking|Technology," 2,100,000 ",operating,USA,CA,San Diego,San Diego,2,2013,2014-07-31,2015-09-17
Posiba,Analytics," 3,000,000 ",operating,USA,CA,San Diego,San Diego,2,2013,2013-12-18,2014-06-30
Potbotics,Biotechnology," 2,355,200 ",operating,USA,CA,SF Bay Area,Palo Alto,1,2013,2015-08-06,2015-08-06
Poynt,Android|Financial Services|Local Commerce," 28,000,000 ",operating,USA,CA,SF Bay Area,Palo Alto,2,2013,2014-10-29,2015-10-22
Prairie Cloudware,Software," 4,850,000 ",operating,USA,NE,Omaha,Omaha,3,2013,2013-12-10,2015-06-24
Predictive Science,Software," 5,000,000 ",operating,USA,TX,Austin,Austin,1,2013,2015-07-20,2015-07-20
PredictSpring,Mobile Commerce," 1,850,000 ",operating,USA,CA,SF Bay Area,Los Altos,2,2013,2014-02-01,2015-08-25
PreNav,Technology," 1,200,000 ",operating,USA,CA,SF Bay Area,San Carlos,2,2013,2014-10-26,2015-10-14
Prescient,Software," 3,000,000 ",operating,USA,CO,Denver,Denver,1,2013,2013-11-20,2013-11-20
Prescription Advisory Systems & Technology,Software," 1,375,000 ",operating,USA,PA,Philadelphia,Jenkintown,2,2013,2015-02-19,2015-10-23
Prevoty,Data Security|Information Technology|IT and Cybersecurity|Security|Web Tools," 11,127,000 ",operating,USA,CA,Los Angeles,Los Angeles,4,2013,2013-05-20,2015-03-11
Primary Data,Software|Storage|Virtualization," 60,000,000 ",operating,USA,CA,SF Bay Area,Los Altos,2,2013,2013-10-30,2014-02-10
Pristine,Enterprise Software|Field Support Services|Google Glass|Insurance|Insurance Companies|Manufacturing|Mobile Enterprise|Wearables," 6,150,000 ",operating,USA,TX,Austin,Austin,3,2013,2013-10-15,2014-09-29
PrivacyCheq / AgeCheq,Mobile|Privacy|Software Compliance," 2,000,000 ",operating,USA,PA,Harrisburg,York Haven,2,2013,2014-02-11,2014-10-30
Pro.com,Home & Garden|Home Renovation," 17,500,000 ",operating,USA,WA,Seattle,Seattle,2,2013,2014-05-13,2014-09-24
Product Hunt,Curated Web," 7,540,000 ",operating,USA,CA,SF Bay Area,San Francisco,4,2013,2014-07-16,2014-10-24
Project 2020,Employer Benefits Programs|Health Care," 4,714,965 ",operating,USA,MA,Boston,Cambridge,2,2013,2014-05-22,2015-06-01
Project AX,Computers|Internet|Software," 9,520,000 ",operating,USA,CO,Denver,Englewood,1,2013,2014-12-29,2014-12-29
Promoter.io,Analytics|Customer Service|Loyalty Programs|Predictive Analytics|Reviews and Recommendations|SaaS|Software," 1,037,000 ",operating,USA,TX,San Antonio,San Antonio,3,2013,2013-09-01,2015-07-29
Prompt.ly,Mobile Payments|Network Security|Online Scheduling|SaaS|Small and Medium Businesses|Social Media Marketing|Software," 1,500,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,2013,2013-11-25,2013-11-25
ProofPilot,Advertising|Brand Marketing|Clinical Trials|Consumers|Fitness|Health and Wellness|Health Care|Life Sciences|Market Research," 1,850,000 ",operating,USA,NY,New York City,New York,2,2013,2014-06-23,2015-02-02
ProtectWise,Information Security|Network Security," 37,150,000 ",operating,USA,CO,Denver,Denver,3,2013,2013-05-03,2015-11-12
Provata Health,Fitness|Health and Wellness|Health Care," 1,400,000 ",operating,USA,OR,"Portland, Oregon",Lake Oswego,1,2013,2015-08-12,2015-08-12
Provivi,Biotechnology," 8,471,104 ",operating,USA,CA,Los Angeles,Santa Monica,2,2013,2015-03-13,2015-09-03
PRTI,Energy," 2,972,369 ",operating,USA,NC,Raleigh,Raleigh,1,2013,2015-07-24,2015-07-24
Public Good Software,Communities|Crowdfunding|Data Integration|Nonprofits|Social Fundraising|Software," 1,925,000 ",operating,USA,IL,Chicago,Chicago,2,2013,2014-04-10,2015-01-28
Pure life renal,Biotechnology," 20,500,000 ",operating,USA,FL,Miami,Miami,2,2013,2013-06-04,2014-05-09
PushSpring,App Marketing|Big Data|Mobile Advertising|Mobile Analytics|Mobile Software Tools," 8,215,242 ",operating,USA,WA,Seattle,Seattle,2,2013,2014-06-25,2015-07-28
"Qnect, llc",Software," 1,306,000 ",operating,USA,MA,MA - Other,Hadley,3,2013,2014-05-14,2015-07-21
QOR,Manufacturing," 4,499,997 ",operating,USA,CA,Napa Valley,Petaluma,2,2013,2015-05-13,2015-11-05
Querium Corporation,EdTech|Education," 2,455,000 ",operating,USA,TX,Austin,Austin,4,2013,2013-02-01,2015-07-09
Quettra,Mobile Advertising|Mobile Analytics|Personalization," 2,900,000 ",operating,USA,CA,SF Bay Area,Mountain View,1,2013,2014-08-08,2014-08-08
Quietyme,Health Care," 1,300,000 ",operating,USA,WI,WI - Other,Neshkoro,5,2013,2013-01-04,2014-07-01
Qzzr,Advertising|Brand Marketing|Lead Generation|Predictive Analytics|Social Media Marketing|Surveys," 2,000,000 ",operating,USA,UT,Salt Lake City,Lehi,1,2013,2014-09-24,2014-09-24
Radiant Entertainment,Creative|Design|Development Platforms|Entertainment|Games," 4,500,000 ",operating,USA,CA,SF Bay Area,Los Altos,1,2013,2015-06-25,2015-06-25
Radico,Advertising|Analytics|Big Data|Sales and Marketing," 1,824,993 ",operating,USA,NY,New York City,Brooklyn,1,2013,2013-12-03,2013-12-03
RadPad,Apps|iPhone|Mobile|Real Estate," 12,800,000 ",operating,USA,CA,Los Angeles,Los Angeles,5,2013,2013-05-30,2015-04-22
RAI Care Centers of Southeast DC,Health and Wellness," 1,400,000 ",operating,USA,MA,Boston,Waltham,1,2013,2014-02-21,2014-02-21
Raiseworks,Credit|Crowdfunding|Crowdsourcing|Finance|Financial Services|FinTech|Peer-to-Peer," 1,500,000 ",operating,USA,NY,New York City,New York,1,2013,2013-12-23,2013-12-23
Rally Bus,Crowdfunding|Internet|Music|Music Venues|Sports|Sports Stadiums|Transportation," 1,350,000 ",operating,USA,NY,New York City,New York,2,2013,2014-11-24,2015-01-26
Reactor Inc.,Analytics|Artificial Intelligence|Mobile|Natural Language Processing|Semantic Search," 1,850,000 ",operating,USA,CO,Denver,Boulder,2,2013,2013-02-13,2013-07-01
RealCrowd,Real Estate," 1,600,000 ",operating,USA,CA,SF Bay Area,Palo Alto,4,2013,2013-03-01,2015-05-12
RealMassive,Commercial Real Estate|Marketing Automation|Marketplaces|Real Estate," 8,000,000 ",operating,USA,TX,Austin,Austin,2,2013,0015-01-01,2015-05-14
RealtyMogul.com,FinTech|Real Estate," 46,250,000 ",operating,USA,CA,Los Angeles,Los Angeles,6,2013,2012-10-01,2015-11-17
Rebelmail,E-Commerce|Email," 2,000,000 ",operating,USA,MD,Baltimore,Columbia,1,2013,2014-06-10,2014-06-10
Record360,Software," 1,715,000 ",operating,USA,WA,Seattle,Seattle,2,2013,2014-10-16,2015-08-06
Recurious,Games," 1,500,000 ",operating,USA,CA,SF Bay Area,Sunnyvale,1,2013,2013-04-17,2013-04-17
Recursion Pharmaceuticals,Pharmaceuticals," 2,630,000 ",operating,USA,UT,Salt Lake City,Salt Lake City,4,2013,2014-01-01,2015-02-25
"ReferralMob, Inc.",Recruiting," 2,000,000 ",operating,USA,MA,Boston,Boston,1,2013,2015-07-09,2015-07-09
Relcy,Apps|Mobile Commerce|Personalization," 9,000,000 ",operating,USA,CA,SF Bay Area,Mountain View,1,2013,2014-07-17,2014-07-17
ReliantHeart,Medical Devices," 10,800,000 ",operating,USA,TX,Houston,Houston,1,2013,2014-09-04,2014-09-04
Renova Health,Health Care," 2,241,600 ",operating,USA,TX,Dallas,Dallas,1,2013,2015-11-16,2015-11-16
Rentlytics,Analytics|B2B|Real Estate|SaaS," 4,000,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,2013,2014-04-25,2014-11-24
Reonomy,Analytics|Commercial Real Estate," 22,350,000 ",operating,USA,NY,New York City,New York,4,2013,2013-03-01,2015-06-17
REscour,Commercial Real Estate|Real Estate," 2,800,000 ",operating,USA,GA,Atlanta,Atlanta,2,2013,2015-03-04,2015-12-03
ResiModel,Software," 3,436,000 ",operating,USA,NY,New York City,New York,3,2013,2012-10-09,2015-04-14
Retale,Location Based Services|Mobile|Retail|Shopping," 45,000,000 ",operating,USA,IL,Chicago,Chicago,2,2013,2013-10-28,2015-05-04
RetraceHealth,Health and Wellness|Health Care|Technology," 1,475,001 ",operating,USA,MN,Minneapolis,Minneapolis,2,2013,2015-05-08,2015-11-23
Retrieve Technologies,Software," 7,150,000 ",operating,USA,NH,"Manchester, New Hampshire",Manchester,3,2013,2013-07-01,2015-07-01
Revmetrix,Analytics|CRM|Marketing Automation|SaaS," 2,200,000 ",operating,USA,DC,"Washington, D.C.",Washington,1,2013,2015-02-19,2015-02-19
Revolar,Wearables," 3,320,000 ",operating,USA,CO,Denver,Denver,3,2013,0003-01-01,2015-11-26
Revon Systems,Digital Signage|Health Care Information Technology|Medical," 2,360,203 ",operating,USA,KY,Louisville,Crestwood,2,2013,2013-12-26,2015-03-11
RewardMyWay,Mobile Commerce|Mobile Payments," 3,400,000 ",operating,USA,IL,Chicago,Chicago,3,2013,2011-04-18,2014-01-01
REX Computing,Computers," 1,400,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,2013,2015-06-01,2015-07-21
"rFactr, Inc.",Enterprise Software|SaaS|Sales Automation," 4,900,000 ",operating,USA,NC,Charlotte,Charlotte,2,2013,2011-10-01,2013-02-01
RIFT.io,Innovation Management|Startups|Technology," 24,000,000 ",operating,USA,MA,Boston,Burlington,2,2013,2013-12-19,2015-08-13
Rigetti Quantum Computing,Big Data|Computers|Hardware|Software," 3,000,000 ",operating,USA,CA,SF Bay Area,Berkeley,2,2013,2014-04-15,2014-08-29
Ringly,Fashion|Jewelry|Wearables," 6,100,000 ",operating,USA,NY,New York City,New York,2,2013,2013-08-22,2015-01-21
Rinse,Consumer Internet|Marketplaces," 3,500,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,2013,2015-06-09,2015-06-09
Rise,Marketplaces|Mobile|Personal Health," 2,300,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,2013,2013-10-16,2013-10-16
Rithmio,Sensors|Wearables," 3,650,000 ",operating,USA,IL,Chicago,Chicago,2,2013,2014-09-25,2015-06-30
Rival IQ,Analytics|Internet Marketing|Software," 1,930,000 ",operating,USA,WA,Seattle,Seattle,4,2013,2013-01-15,2014-11-13
