name,category_list,  funding_total_usd  ,status,country_code,state_code,region,city,funding_rounds,founded_year,first_funding_at,last_funding_at,,,founded_dummy
Cyber adAPT,Cyber|Cyber Security|Technology,"4,099,999",operating,USA,CA,SF Bay Area,Half Moon Bay,1,2014,18/05/15,18/05/15,,,2014
DApps Fund,Finance,"15,000,000",operating,USA,TX,Austin,Austin,1,2014,01/01/14,01/01/14,,,2014
Dasheroo,Analytics|Business Intelligence|Business Services|Collaboration|Software,"3,250,000",operating,USA,CA,SF Bay Area,San Francisco,1,2014,05/05/15,05/05/15,,,2014
"Dash Radio, Inc.",Internet Radio Market|Music,"2,000,000",operating,USA,CA,Los Angeles,Los Angeles,1,2014,20/09/14,20/09/14,,,2014
"DataScience, Inc.",Analytics|Big Data|Big Data Analytics|Business Intelligence|Cloud Data Services|Databases|Data Integration|Data Visualization|Internet of Things,"6,000,000",operating,USA,CA,Los Angeles,Culver City,2,2014,24/06/14,02/06/15,,,2014
Datasnap.io,Analytics|Big Data|Information Services,"1,250,000",operating,USA,CA,SF Bay Area,San Francisco,1,2014,22/09/14,22/09/14,,,2014
Datos IO,Big Data|Cloud Computing|Databases|Enterprise Software,"15,250,000",operating,USA,CA,SF Bay Area,San Jose,2,2014,01/07/14,15/09/15,,,2014
Day 6 Sports Group,Fitness|Mobile Games|Sporting Goods,"3,500,000",operating,USA,CA,Los Angeles,Manhattan Beach,1,2014,05/01/14,05/01/14,,,2014
deepsense.io,Big Data|Computers|Services|Software,"6,000,000",operating,USA,CA,SF Bay Area,Menlo Park,2,2014,01/10/14,20/11/15,,,2014
Descartes Labs,Algorithms|Databases|Internet|Technology,"5,000,000",operating,USA,NM,Albuquerque,Los Alamos,2,2014,01/05/15,17/11/15,,,2014
dfusion,Health Care|Innovation Management|Technology,"1,100,000",operating,USA,CA,SF Bay Area,Oakland,1,2014,19/10/15,19/10/15,,,2014
Direct Match,Financial Exchanges|Financial Services|FinTech,"3,000,000",operating,USA,NY,New York City,New York,1,2014,07/05/15,07/05/15,,,2014
Division Prime,Security,"10,020,000",operating,USA,TX,Austin,Harker Heights,1,2014,30/09/14,30/09/14,,,2014
Dockwa,Technology,"1,500,000",operating,USA,RI,Providence,Newport,2,2014,19/01/15,22/05/15,,,2014
Drafted,Recruiting,"3,197,000",operating,USA,MA,Boston,Boston,2,2014,19/05/15,29/06/15,,,2014
Drawbridge Networks,Cyber Security|Enterprise Security|Network Security|Security,"1,710,000",operating,USA,NY,New York City,New York,1,2014,12/12/14,12/12/14,,,2014
Driftt,Business Services|Communications Infrastructure|Customer Support Tools,"15,000,000",operating,USA,MA,Boston,Cambridge,1,2014,13/01/15,13/01/15,,,2014
Drivemode,Automotive|Cars|Mobile,"2,650,000",operating,USA,CA,SF Bay Area,San Jose,2,2014,01/01/14,11/12/14,,,2014
DroneView Technologies,Photography|Technology|Training,"2,000,000",operating,USA,NY,New York City,New York,1,2014,25/03/15,25/03/15,,,2014
"Dropoff, Inc.",Logistics Company,"7,000,000",operating,USA,TX,Austin,Austin,1,2014,22/06/15,22/06/15,,,2014
DSTLD,E-Commerce|Fashion,"5,400,000",operating,USA,CA,Los Angeles,Los Angeles,2,2014,18/04/13,10/11/14,,,2014
"Dual Aperture International, Inc.",3D|Apps|Image Recognition|Licensing|Software,"7,100,000",operating,USA,CA,SF Bay Area,Santa Clara,2,2014,19/11/14,17/03/15,,,2014
DuXplore,Finance Technology|Green Building|Green Consumer Goods|Real Estate|Renewable Energies|Space Travel,"1,398,000",operating,USA,NV,Las Vegas,Las Vegas,1,2014,10/04/14,10/04/14,,,2014
DwellConnect,Services,"6,250,000",operating,USA,CA,SF Bay Area,Piedmont,1,2014,28/07/15,28/07/15,,,2014
DWNLD,Apps,"14,000,000",operating,USA,NY,New York City,New York,2,2014,03/09/14,17/09/15,,,2014
Easyrent.com,Property Management|Real Estate,"2,000,000",operating,USA,FL,Palm Beaches,Jupiter,1,2014,12/06/14,12/06/14,,,2014
Eaze,Cannabis|Mobile Commerce,"12,500,000",operating,USA,CA,SF Bay Area,San Francisco,2,2014,05/11/14,14/04/15,,,2014
eero,Consumer Electronics|Internet|Internet of Things|Wireless,"40,000,000",operating,USA,CA,SF Bay Area,San Francisco,2,2014,03/02/15,03/11/15,,,2014
Ehang,Drones,"52,000,000",operating,USA,CA,SF Bay Area,San Carlos,2,2014,30/12/14,24/08/15,,,2014
ehumanlife,Doctors|Health Care|Medical|mHealth|Mobile Health,"1,500,000",operating,USA,MA,Boston,Boston,1,2014,15/07/15,15/07/15,,,2014
Eight (formerly Luna),Consumer Goods|Health and Wellness,"1,920,000",operating,USA,NY,New York City,New York,2,2014,01/10/14,20/07/15,,,2014
Elevate,Financial Services,"70,000,000",operating,USA,TX,Houston,Texas City,1,2014,28/09/15,28/09/15,,,2014
Eloquii,Designers|Fashion|Retail,"6,000,000",operating,USA,NY,New York City,New York,2,2014,01/04/13,02/12/14,,,2014
Emory University,Education,"90,100,000",operating,USA,GA,Atlanta,Atlanta,12,2014,12/08/13,29/09/15,,,2014
Enjoy,Technology,"80,000,000",operating,USA,CA,SF Bay Area,Menlo Park,2,2014,24/10/14,06/08/15,,,2014
Enlitic,Health and Wellness|Health Diagnostics|Machine Learning,"15,000,000",operating,USA,CA,SF Bay Area,San Francisco,3,2014,28/10/14,27/10/15,,,2014
enosiX,Enterprise Software|Productivity Software|Software,"4,300,000",operating,USA,OH,Cincinnati,Cincinnati,1,2014,17/10/14,17/10/14,,,2014
enSilo,Information Security,"12,000,000",operating,USA,CA,SF Bay Area,San Francisco,2,2014,01/09/14,16/06/15,,,2014
"Entytle, Inc.",B2B|Enterprise Software|Machine Learning|Predictive Analytics|SaaS|Sales Automation,"2,052,030",operating,USA,CA,SF Bay Area,Mountain View,2,2014,02/07/14,28/08/15,,,2014
Envelop VR,Software,"6,000,000",operating,USA,WA,Seattle,Bellevue,2,2014,08/06/15,28/10/15,,,2014
eProdigy Financial,Business Services|Finance Technology,"100,000,000",operating,USA,NY,New York City,New York,1,2014,19/05/15,19/05/15,,,2014
EquipmentShare.com,Online Rental,"2,220,000",operating,USA,MO,St. Louis,Columbia,2,2014,01/12/14,06/05/15,,,2014
ESL Consulting,Real Estate,"2,000,000",operating,USA,FL,Tampa,Largo,1,2014,13/06/14,13/06/14,,,2014
Estate Assist,Consumers,"2,300,000",operating,USA,CA,SF Bay Area,San Francisco,1,2014,01/10/14,01/10/14,,,2014
EVEN Financial,Financial Services|Marketplaces|Technology,"2,800,000",operating,USA,NY,New York City,New York,1,2014,12/03/15,12/03/15,,,2014
Everfest.com,Entertainment|Events|Media|Social Travel|Travel,"1,500,000",operating,USA,TX,Austin,Austin,1,2014,03/04/15,03/04/15,,,2014
Everseat,Health Care|Internet|Mobile|SaaS,"3,080,000",operating,USA,MD,Baltimore,Baltimore,2,2014,08/02/14,03/04/15,,,2014
Everstream Solutions,Information Technology,"50,000,000",operating,USA,OH,Cleveland,Cleveland,1,2014,10/09/15,10/09/15,,,2014
Evidation Health,Health and Wellness,"6,000,000",operating,USA,CA,SF Bay Area,Menlo Park,1,2014,31/12/14,31/12/14,,,2014
Experfy,Analytics|Big Data|Business Intelligence|Marketplaces,"1,500,000",operating,USA,MA,Boston,Boston,1,2014,04/06/15,04/06/15,,,2014
"Expii, Inc.",Crowdsourcing|Education,"1,310,000",operating,USA,PA,Pittsburgh,Pittsburgh,1,2014,12/09/14,12/09/14,,,2014
F50,Investment Management|Startups|Technology|Venture Capital,"2,000,000",operating,USA,CA,SF Bay Area,San Francisco,1,2014,15/06/15,15/06/15,,,2014
Factom,Information Technology,"1,540,000",operating,USA,TX,Austin,Austin,3,2014,01/04/15,14/10/15,,,2014
Factorli,Manufacturing|Robotics|Startups,"10,000,000",operating,USA,NV,Las Vegas,Las Vegas,1,2014,22/05/14,22/05/14,,,2014
FameBit,Advertising|Marketplaces,"1,500,000",operating,USA,CA,Los Angeles,Santa Monica,2,2014,01/09/13,20/06/14,,,2014
FanBread,Content Discovery|Mobile|Mobile Advertising|Social Commerce|Social Media|Video,"2,693,006",operating,USA,CA,Los Angeles,Santa Monica,2,2014,01/05/14,01/07/15,,,2014
Farmers Business Network,Agriculture|Big Data Analytics|Farming|Social Media,"23,900,000",operating,USA,CA,SF Bay Area,San Carlos,3,2014,10/04/14,19/05/15,,,2014
Fatherly,E-Commerce|Media,"2,000,000",operating,USA,NY,New York City,New York,1,2014,08/04/15,08/04/15,,,2014
Fetch Robotics,Industrial Automation,"23,000,000",operating,USA,CA,SF Bay Area,San Jose,2,2014,09/02/15,17/06/15,,,2014
Find My Audience,Big Data Analytics|Content Discovery|Publishing,"2,200,000",operating,USA,CO,Denver,Boulder,3,2014,10/10/14,16/07/15,,,2014
Findyr,Databases|Information Services|Marketplaces,"2,500,000",operating,USA,NY,New York City,New York,2,2014,01/02/14,12/08/15,,,2014
Fiorello Pharmaceuticals,Pharmaceuticals,"2,549,916",operating,USA,NY,New York City,New York,1,2014,17/06/15,17/06/15,,,2014
Firefly Games,Apps|Entertainment|Games|Mobile Games,"8,000,000",operating,USA,CA,Los Angeles,Los Angeles,1,2014,17/02/15,17/02/15,,,2014
First Choice Pet Care,Animal Feed,"4,600,000",operating,USA,TX,Austin,Austin,1,2014,18/06/14,18/06/14,,,2014
Fitcode,Fashion,"2,300,000",operating,USA,WA,Seattle,Kirkland,2,2014,01/08/14,20/09/15,,,2014
Fleet,Logistics|Logistics Company|Shipping|Shipping Broker Industry,"2,510,502",operating,USA,CA,SF Bay Area,San Francisco,1,2014,10/09/15,10/09/15,,,2014
FLEX LOGIX TECHNOLOGIES,Design,"7,400,000",operating,USA,CA,SF Bay Area,Mountain View,1,2014,26/10/15,26/10/15,,,2014
Flex Pharma,Pharmaceuticals,"40,000,000",ipo,USA,MA,Boston,Boston,1,2014,08/09/14,08/09/14,,,2014
Fly BLADE,Aerospace,"6,000,000",operating,USA,NY,New York City,New York,1,2014,19/05/15,19/05/15,,,2014
FotoSwipe,Mobile|Photo Sharing,"1,055,000",operating,USA,NC,Raleigh,Raleigh,3,2014,03/07/14,23/04/15,,,2014
Framebridge,Consumer Goods|E-Commerce|Home Decor,"11,450,000",operating,USA,MD,"Washington, D.C.",Lanham,3,2014,07/08/14,18/06/15,,,2014
Frame.io,Social Network Media|Video,"2,200,000",operating,USA,NY,New York City,New York,1,2014,05/10/15,05/10/15,,,2014
Fresco News,Crowdsourcing|Events|Media|News,"1,475,000",operating,USA,NY,New York City,New York,3,2014,04/01/15,21/09/15,,,2014
Fronto,Digital Media|Mobile|Mobile Coupons|News,"18,000,000",operating,USA,CA,SF Bay Area,San Francisco,2,2014,16/07/13,27/05/15,,,2014
fuboTV,Sports|Subscription Service|Television,"5,575,000",operating,USA,NY,New York City,New York,3,2014,01/12/14,04/08/15,,,2014
FundThrough,Financial Services|Small and Medium Businesses,"2,200,000",operating,USA,CA,Ontario - Inland Empire,Ontario,1,2014,24/02/15,24/02/15,,,2014
gameit,Advertising Platforms|Apps|Brand Marketing|Mobile Games|Retail,"1,600,000",operating,USA,UT,Salt Lake City,Salt Lake City,1,2014,03/05/15,03/05/15,,,2014
GameOn,Chat|Digital Media|Social Media|Sports,"1,500,000",operating,USA,CA,SF Bay Area,San Francisco,1,2014,06/08/15,06/08/15,,,2014
Garmentory,E-Commerce|Fashion|Marketplaces|Online Shopping|Retail,"2,660,000",operating,USA,WA,Seattle,Seattle,2,2014,14/11/14,13/11/15,,,2014
Gem,Bitcoin|Finance Technology|Security|Software,"4,900,000",operating,USA,CA,Los Angeles,Venice,4,2014,21/01/14,02/04/15,,,2014
Gemphire Therapeutics,Biotechnology,"2,801,000",operating,USA,MI,Detroit,Northville,1,2014,31/07/15,31/07/15,,,2014
Gemr,Apps|Collectibles|Social Network Media,"4,900,000",operating,USA,NH,Portsmouth,Portsmouth,1,2014,06/11/14,06/11/14,,,2014
Genee,Apps|Artificial Intelligence|Mobile Software Tools|Technology|Virtual Workforces,"1,450,000",operating,USA,CA,SF Bay Area,Mountain View,1,2014,12/08/15,12/08/15,,,2014
General Specific,Advertising|Business Services|Consulting,"1,500,000",operating,USA,CA,Los Angeles,Los Angeles,1,2014,15/05/14,15/05/14,,,2014
Generation Tux,E-Commerce|Fashion|Online Rental,"25,000,000",operating,USA,CA,SF Bay Area,Oakland,1,2014,01/04/14,01/04/14,,,2014
GetSocial.im,Android|Games|iOS|Mobile|Social Games|Social Network Media|Tablets,"5,476,000",operating,USA,CA,SF Bay Area,San Francisco,7,2014,20/01/12,01/06/14,,,2014
GitLab Inc,Open Source|Software,"5,620,000",operating,USA,CA,SF Bay Area,San Francisco,3,2014,01/12/14,24/09/15,,,2014
Giving Assistant,E-Commerce|Nonprofits|Performance Marketing|Retail,"2,789,671",operating,USA,CA,SF Bay Area,San Francisco,2,2014,13/11/13,10/11/15,,,2014
GLAMSQUAD,Beauty|Cosmetics|Curated Web|Personal Health,"24,000,000",operating,USA,NY,New York City,New York,3,2014,01/01/14,09/10/15,,,2014
Glassbreakers,Enterprise Software|Internet|SaaS,"1,200,000",operating,USA,CA,SF Bay Area,San Francisco,1,2014,01/05/15,01/05/15,,,2014
Glassful,E-Commerce,"1,750,000",operating,USA,NY,New York City,Long Island City,2,2014,01/08/13,24/05/15,,,2014
GlimpzIt,Content|Crowdsourcing|Sales and Marketing|Social Media|Software,"1,100,000",operating,USA,CA,SF Bay Area,San Francisco,1,2014,11/03/15,11/03/15,,,2014
Glossier,Beauty|Consumer Goods,"10,400,000",operating,USA,NY,New York City,New York,2,2014,01/09/14,17/11/14,,,2014
Glowforge,Hardware + Software,"37,665,000",operating,USA,WA,Seattle,Seattle,3,2014,27/02/15,23/10/15,,,2014
GoExcursion,E-Commerce|Tourism,"10,000,000",operating,USA,GA,Atlanta,Roswell,2,2014,28/05/14,28/05/14,,,2014
Go Hopscotch,Mobile|SaaS|Sports|Technology,"2,000,000",operating,USA,CA,Los Angeles,El Segundo,1,2014,15/10/14,15/10/14,,,2014
Golfmiles Inc.,E-Commerce|Golf Equipment|Loyalty Programs|Online Travel|Travel,"1,450,000",operating,USA,IL,Chicago,Chicago,3,2014,30/06/13,17/03/15,,,2014
Golgi,Apps|Software,"5,000,000",operating,USA,CA,SF Bay Area,Mountain View,1,2014,21/05/14,21/05/14,,,2014
GOQii,Consumer Electronics|Fitness|Lifestyle,"13,400,000",operating,USA,CA,SF Bay Area,Menlo Park,4,2014,01/01/14,26/11/15,,,2014
grandPad,Consumer Electronics|Senior Citizens|Senior Health|Software,"1,658,737",operating,USA,CA,Anaheim,Orange,2,2014,13/11/14,25/08/15,,,2014
Granular,Agriculture|Analytics|SaaS,"27,258,523",operating,USA,CA,SF Bay Area,San Francisco,2,2014,23/02/14,09/09/15,,,2014
Graphika,Communities|Content|Social Media,"1,100,000",operating,USA,NY,New York City,New York,1,2014,30/12/13,30/12/13,,,2014
Grassp,Big Data Analytics|Business Analytics|Business Intelligence|Cannabis|Communications Infrastructure|Enterprise Software|Health Care Information Technology|Information Technology|Logistics|Marketplaces|Medical|Mobile Software Tools,"1,500,000",operating,USA,CA,Los Angeles,Los Angeles,1,2014,01/11/14,01/11/14,,,2014
Green Chef,Food Processing|Health and Wellness|Organic Food,"15,500,000",operating,USA,CO,Denver,Boulder,2,2014,01/12/14,14/04/15,,,2014
Groups360,Event Management,"5,000,000",operating,USA,TN,Nashville,Nashville,1,2014,02/09/15,02/09/15,,,2014
Grow,Analytics|Software,"1,500,000",operating,USA,UT,Salt Lake City,Provo,1,2014,11/12/14,11/12/14,,,2014
GrubMarket Inc,E-Commerce|Organic Food|Specialty Foods,"12,100,000",operating,USA,CA,SF Bay Area,Newark,2,2014,27/01/15,18/09/15,,,2014
HangIt,Advertising,"6,200,000",operating,USA,NY,New York City,New York,1,2014,07/10/14,07/10/14,,,2014
harvest.ai,Cloud Security|Cyber Security|Data Security|Startups,"3,124,000",operating,USA,CA,San Diego,San Diego,3,2014,21/11/11,24/03/15,,,2014
Hatch,E-Commerce|Marketplaces|Mass Customization,"1,650,000",operating,USA,NY,New York City,New York,2,2014,04/06/13,05/06/13,,,2014
Haven,Logistics|Marketplaces,"3,000,000",operating,USA,CA,SF Bay Area,San Francisco,1,2014,12/03/15,12/03/15,,,2014
Haven,Apps|Home Owners|Mobile,"1,024,999",operating,USA,IN,Indianapolis,Fishers,1,2014,21/10/14,21/10/14,,,2014
Havenly,Curated Web|Design|Services,"7,520,000",operating,USA,CO,Denver,Denver,4,2014,02/02/15,04/11/15,,,2014
HbO2 Therapeutics,Therapeutics,"1,450,180",operating,USA,PA,Philadelphia,Souderton,2,2014,17/03/15,13/04/15,,,2014
Headout,Bridging Online and Offline|Marketplaces|Mobile|Travel,"1,800,000",operating,USA,CA,SF Bay Area,Mountain View,1,2014,23/04/15,23/04/15,,,2014
Heal,Apps,"5,000,000",operating,USA,CA,Los Angeles,Santa Monica,1,2014,23/06/15,23/06/15,,,2014
Hedgy,Bitcoin|Finance Technology|FinTech|Peer-to-Peer|Trading,"1,200,000",operating,USA,CA,SF Bay Area,San Francisco,1,2014,30/04/15,30/04/15,,,2014
"Heirloom Technology, Inc.",Android|Apps|App Stores|iOS|Photo Sharing|Social Media,"2,000,000",operating,USA,CA,SF Bay Area,San Francisco,2,2014,17/11/14,17/11/14,,,2014
HelloTech,New Technologies|Sales Automation|Tech Field Support,"17,000,000",operating,USA,CA,Los Angeles,Los Angeles,3,2014,27/01/15,16/09/15,,,2014
HelloTel,Networking,"2,500,000",operating,USA,CA,Sacramento Valley,Chico,2,2014,13/08/14,26/08/15,,,2014
Help.com,Software,"6,000,000",operating,USA,TX,Austin,Austin,1,2014,05/08/14,05/08/14,,,2014
Hi.Q,Bioinformatics|Biotechnology|Health and Wellness,"5,500,000",operating,USA,CA,SF Bay Area,Mountain View,1,2014,17/12/14,17/12/14,,,2014
Hivemapper,Drones|Maps|Navigation|Software,"2,900,000",operating,USA,CA,SF Bay Area,Burlingame,1,2014,05/11/15,05/11/15,,,2014
HLR Properties,Consulting|Oil and Gas,"25,000,000",operating,USA,CO,Denver,Denver,1,2014,12/06/14,12/06/14,,,2014
Hobo Labs,Mobile Games|Social Games,"4,025,000",operating,USA,CA,SF Bay Area,Berkeley,2,2014,01/05/14,02/09/14,,,2014
Holdings Industries,Finance|Media|Software|Venture Capital,"2,520,000",operating,USA,IL,Chicago,Chicago,2,2014,21/11/14,10/01/15,,,2014
Homer Logistics,Logistics,"2,000,000",operating,USA,NY,New York City,New York,1,2014,21/07/15,21/07/15,,,2014
Honest Dollar,Financial Services,"3,000,000",operating,USA,TX,Austin,Austin,1,2014,02/10/15,02/10/15,,,2014
HONK,Automotive|Field Support Services,"13,250,000",operating,USA,CA,Los Angeles,Santa Monica,2,2014,19/11/14,26/03/15,,,2014
Honor,Medical|Senior Health,"20,000,000",operating,USA,CA,SF Bay Area,San Francisco,1,2014,02/04/15,02/04/15,,,2014
Horizon,Alumni|Online Travel|Private Social Networking,"10,000,000",operating,USA,WA,Seattle,Seattle,1,2014,30/11/06,30/11/06,,,2014
Hostel Rocket,Adventure Travel|Online Travel,"1,025,000",operating,USA,NC,Raleigh,Durham,3,2014,10/03/14,27/10/14,,,2014
hovelstay.com,Adventure Travel|Hospitality|Marketplaces|Online Travel|Startups|Travel|Travel & Tourism,"1,200,000",operating,USA,CA,Los Angeles,Glendale,1,2014,14/08/14,14/08/14,,,2014
Humanity,Business Services|Internet|Software,"9,000,000",operating,USA,CA,SF Bay Area,San Francisco,1,2014,09/02/15,09/02/15,,,2014
Huuuge Games,Entertainment|Games|Social Games,"4,000,000",operating,USA,CA,SF Bay Area,Palo Alto,1,2014,12/11/15,12/11/15,,,2014
HUVRData,Information Technology,"2,000,000",operating,USA,TX,Austin,Austin,1,2014,10/08/15,10/08/15,,,2014
Hyperloop Technologies,Technology|Transportation,"37,100,000",operating,USA,CA,Los Angeles,Los Angeles,2,2014,12/02/15,05/11/15,,,2014
Hypur,Banking,"2,175,000",operating,USA,AZ,Phoenix,Scottsdale,1,2014,12/05/15,12/05/15,,,2014
Ignited Artists,Games,"5,100,000",operating,USA,CA,Bakersfield,California City,1,2014,25/02/15,25/02/15,,,2014
Imagen Biopharma,Biotechnology,"10,000,000",operating,USA,CA,Los Angeles,Santa Monica,1,2014,18/06/15,18/06/15,,,2014
Immuta,Big Data|Data Integration|Data Security,"1,500,000",operating,USA,MD,"Washington, D.C.",College Park,1,2014,16/07/15,16/07/15,,,2014
imoji,Apps|Mobile,"2,000,000",operating,USA,CA,SF Bay Area,San Francisco,1,2014,19/08/14,19/08/14,,,2014
Infinite io,Networking,"3,400,000",operating,USA,TX,Austin,Austin,2,2014,20/12/12,24/09/15,,,2014
Infrascale,Cloud Computing|Cloud Management|Enterprise Software|Homeland Security|Network Security|Security|Software|Storage,"25,049,964",operating,USA,CA,Los Angeles,El Segundo,4,2014,01/01/11,05/06/14,,,2014
InList,Apps,"3,000,000",operating,USA,NY,New York City,New York,1,2014,04/11/14,04/11/14,,,2014
InMoji,Advertising|Messaging|Mobile,"2,750,000",operating,USA,MA,Boston,Boston,3,2014,01/07/14,07/05/15,,,2014
Innovu,Health Care,"1,675,000",operating,USA,PA,Pittsburgh,Pittsburgh,1,2014,14/07/15,14/07/15,,,2014
Insensi,Electronics|Embedded Hardware and Software|Hardware + Software|Sensors,"3,045,000",operating,USA,NY,New York City,New York,2,2014,28/01/15,25/09/15,,,2014
Inspire Energy,Clean Energy|Clean Technology|Consumer Internet|Energy|Energy Efficiency|Renewable Energies|Residential Solar,"8,200,000",operating,USA,CA,Los Angeles,Santa Monica,2,2014,02/09/13,20/02/15,,,2014
Intellia Therapeutics,Biotechnology,"85,000,000",operating,USA,MA,Boston,Cambridge,2,2014,18/11/14,01/09/15,,,2014
Interior Define,Design|E-Commerce|Furniture|Home & Garden,"4,160,000",operating,USA,IL,Chicago,Chicago,2,2014,30/04/13,08/08/14,,,2014
Invisible Connect,Software,"2,500,000",operating,USA,WI,WI - Other,Eau Claire,1,2014,07/08/14,07/08/14,,,2014
"Invisible Media, Inc.",Analytics|Big Data|CRM|Machine Learning|Marketing Automation|Mobile|Mobile Software Tools,"1,200,000",operating,USA,NY,New York City,New York,2,2014,01/10/14,19/05/15,,,2014
"irisVR, inc",3D|Architecture|Construction|Design|Engineering Firms,"3,715,000",operating,USA,NY,New York City,New York,2,2014,07/07/15,01/10/15,,,2014
iTutor.com Inc.,Colleges|EdTech|Education|K-12 Education,"1,500,000",operating,USA,NY,Long Island,Jericho,2,2014,01/01/14,01/04/15,,,2014
Jetbay,Travel,"1,700,000",operating,USA,CA,SF Bay Area,Mountain View,3,2014,01/01/14,06/05/15,,,2014
JobMinglr,Human Resources|Portals|Services,"14,500,000",operating,USA,NY,New York City,New York,1,2014,01/09/15,01/09/15,,,2014
Jobr,Apps|Employment,"2,000,000",operating,USA,CA,SF Bay Area,San Francisco,2,2014,17/07/14,14/07/15,,,2014
Jottr,Advertising Platforms|Artificial Intelligence|Big Data|Big Data Analytics|Content|Interest Graph|Internet|Machine Learning|Natural Language Processing|News,"1,210,000",operating,USA,CA,SF Bay Area,San Jose,2,2014,26/06/15,26/06/15,,,2014
JourneyPure,Biotechnology,"3,906,450",operating,USA,TN,Nashville,Brentwood,4,2014,13/05/14,17/11/15,,,2014
Joyable,Health Care,"10,100,000",operating,USA,CA,SF Bay Area,San Francisco,2,2014,18/03/15,18/11/15,,,2014
JumpHawk,Advertising|Internet Marketing|Small and Medium Businesses,"2,500,000",operating,USA,NY,New York City,Port Chester,1,2014,15/05/14,15/05/14,,,2014
Just. Biotherapeutics,Biotechnology,"15,000,000",operating,USA,WA,Seattle,Seattle,1,2014,21/09/15,21/09/15,,,2014
Kandid,Apps,"1,400,000",operating,USA,CA,SF Bay Area,San Francisco,1,2014,03/12/14,03/12/14,,,2014
Kentik,Application Performance Monitoring|Big Data|Cloud Data Services|Networking,"15,200,000",operating,USA,CA,SF Bay Area,San Francisco,2,2014,28/09/14,30/06/15,,,2014
Keybase,Web Tools,"10,800,000",operating,USA,NY,New York City,New York,1,2014,15/07/15,15/07/15,,,2014
Kickoff,Apps|Mobile|Online Dating,"1,600,000",operating,USA,NY,New York City,New York,1,2014,27/10/15,27/10/15,,,2014
Knowmail,Artificial Intelligence|Collaboration|Enterprise Software|Unifed Communications,"1,200,000",operating,USA,MA,Boston,Boston,2,2014,03/02/14,24/02/15,,,2014
Koinify,Bitcoin|Crowdfunding|Financial Services|Internet,"1,450,000",operating,USA,CA,SF Bay Area,Mountain View,2,2014,01/01/14,25/03/14,,,2014
Komprise,Software,"6,000,000",operating,USA,CA,SF Bay Area,Campbell,1,2014,18/06/15,18/06/15,,,2014
Kontor,Internet,"5,000,000",operating,USA,NY,New York City,New York,1,2014,12/05/15,12/05/15,,,2014
Kuddle,Edutainment|Photo Sharing|Social Media|Software,"2,389,000",operating,USA,CA,SF Bay Area,Palo Alto,6,2014,26/05/14,10/11/15,,,2014
KURE Corp,Internet|Leisure|Services,"4,700,000",operating,USA,NC,NC - Other,Mooresville,1,2014,01/06/15,01/06/15,,,2014
Kyndi,Artificial Intelligence|Machine Learning|Productivity Software,"1,099,474",operating,USA,CA,SF Bay Area,Redwood City,2,2014,14/09/14,14/07/15,,,2014
Lanky,Fitness|Health and Wellness,"1,200,000",operating,USA,CA,Los Angeles,Simi Valley,1,2014,01/10/14,01/10/14,,,2014
LaunchDarkly,Developer Tools|Optimization|SaaS|Software|Testing,"2,600,000",operating,USA,CA,SF Bay Area,San Francisco,1,2014,04/06/15,04/06/15,,,2014
Laurel & Wolf,Design|Marketplaces,"25,500,000",operating,USA,CA,Los Angeles,Los Angeles,3,2014,20/08/14,02/09/15,,,2014
Lawn Love,Service Industries|Services,"1,900,000",operating,USA,CA,San Diego,San Diego,1,2014,12/11/14,12/11/14,,,2014
Leafline Labs,Pharmaceuticals,"14,899,200",operating,USA,MN,Minneapolis,Eagan,2,2014,03/12/14,09/11/15,,,2014
Leesa,Design|E-Commerce,"9,000,000",operating,USA,VA,Norfolk - Virginia Beach,Virginia Beach,1,2014,02/07/15,02/07/15,,,2014
Leia Inc.,Consumer Electronics,"25,000,000",operating,USA,CA,SF Bay Area,Menlo Park,1,2014,25/02/14,25/02/14,,,2014
Lendeavor,Financial Services,"2,025,000",operating,USA,CA,SF Bay Area,San Francisco,2,2014,01/01/14,22/07/15,,,2014
LendingPoint,Financial Services,"100,000,000",operating,USA,GA,Atlanta,Kennesaw,1,2014,15/10/15,15/10/15,,,2014
"LifeMap Solutions, Inc.",Big Data|Health and Wellness|Health Care,"5,000,000",operating,USA,CA,SF Bay Area,San Jose,1,2014,08/05/14,08/05/14,,,2014
Limelight Health,Health and Insurance|Health Care|Insurance|SaaS,"3,000,000",operating,USA,CA,SF Bay Area,San Francisco,2,2014,16/10/14,20/07/15,,,2014
Lineage Labs,Consumer Electronics,"4,000,000",operating,USA,MA,Boston,Boston,1,2014,05/02/15,05/02/15,,,2014
Little Labs,Messaging|Mobile|Mobile Games|Wearables,"3,000,000",operating,USA,CA,Los Angeles,Los Angeles,2,2014,13/11/14,19/05/15,,,2014
LiveTiles,Information Technology,"8,622,795",operating,USA,NY,New York City,New City,1,2014,18/09/15,18/09/15,,,2014
Livongo Health,Fitness|Health and Wellness|Health Care|Health Care Information Technology,"30,000,000",operating,USA,IL,Chicago,Chicago,2,2014,10/09/14,07/04/15,,,2014
LOANATIK.Com,Financial Services,"1,100,000",operating,USA,AZ,Phoenix,Scottsdale,1,2014,22/05/15,22/05/15,,,2014
LoanHero,Financial Services,"22,100,000",operating,USA,CA,San Diego,La Jolla,3,2014,21/07/14,09/06/15,,,2014
